expedia,1
expedia,3
expedia,15
expedia,20
expedia,33
expedia,37
expedia,43
expedia,53
expedia,73
expedia,88
expedia,91
expedia,96
expedia,102
expedia,121
expedia,127
expedia,134
expedia,138
expedia,146
expedia,160
expedia,167
expedia,198
expedia,200
expedia,215
expedia,240
expedia,242
expedia,253
expedia,295
expedia,297
expedia,314
expedia,404
expedia,443
expedia,451
expedia,560
expedia,611
expedia,692
expedia,713
expedia,724
expedia,739
expedia,884
expedia,973
expedia,974
expedia,1101
expedia,1151
expedia,1283
expedia,1328
expedia,1451
expedia,1492
